319 160 3
320 111 5
321 239 3
322 233 6
323 170 4
324 147 6
325 136 10
326 30 8
327 54 1
328 312 7
329 86 1
330 86 1
331 297 4
332 21 10
333 84 6
334 42 9
335 254 3
336 140 10
337 123 5
338 132 8
339 110 10
340 121 4
341 332 6
342 116 3
343 206 1
344 324 7
345 203 10
346 40 9
347 317 5
348 225 4
349 311 9
350 50 2
351 173 1
352 202 9
353 342 6
354 338 7
355 240 2
356 122 9
357 73 4
358 17 4
359 348 3
360 123 10
361 244 2
362 221 8
363 244 9
364 78 10
365 158 7
366 279 10
367 354 7
368 285 7
369 182 10
370 22 1
371 4 7
372 86 2
373 102 3
374 222 6
375 301 10
376 90 10
377 263 5
378 182 10
379 339 2
380 247 2
381 250 5
382 296 7
383 339 2
384 171 4
385 9 8
386 15 6
387 72 7
388 137 5
389 308 5
390 108 10
391 294 7
392 297 6
393 45 10
394 310 5
395 75 6
396 202 3
397 346 8
398 153 2
399 391 4
400 181 3
401 283 4
402 178 8
403 90 8
404 306 1
405 276 4
406 1 5
407 272 4
408 313 2
409 343 6
410 390 6
411 364 2
412 149 7
413 251 8
414 133 3
415 59 6
416 128 7
417 289 8
418 344 10
419 307 8
420 235 6
421 383 5
422 136 4
423 352 1
424 76 2
425 164 2
426 112 3
427 320 6
428 66 6
429 344 10
430 403 8
431 317 8
432 62 7
433 419 2
434 316 9
435 235 10
436 366 3
437 158 5
438 221 3
439 193 2
440 303 6
441 164 3
442 97 9
443 183 2
444 63 4
445 253 4
446 158 9
447 49 9
448 137 7
449 373 4
450 423 1
451 256 2
452 154 1
453 96 1
454 397 6
455 263 10
456 262 6
457 78 2
458 332 4
459 13 9
460 206 7
461 355 2
462 145 7
463 442 3
464 84 10
465 412 2
466 298 5
467 398 8
468 245 1
469 282 3
470 311 2
471 304 10
472 331 7
473 179 4
474 9 7
475 287 9
476 370 9
477 392 1
478 251 2
479 135 2
480 427 2
481 424 5
482 16 9
483 174 6
484 280 2
485 54 9
486 460 3
487 486 6
488 223 2
489 441 1
490 370 5
491 340 4
492 88 1
493 198 2
494 75 8
495 377 7
496 477 6
497 99 10
498 437 5
499 149 5
500 216 6
